Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
32,ft_test_T22_nmos_svt_test_1,cgd,2.332e-15,,,
32,ft_test_T22_nmos_svt_test_1,vth,369.4e-3,,,
32,ft_test_T22_nmos_svt_test_1,vdsat,236.1e-3,,,
32,ft_test_T22_nmos_svt_test_1,gm,18.36e-3,,,
32,ft_test_T22_nmos_svt_test_1,gds,2.118e-3,,,
32,ft_test_T22_nmos_svt_test_1,gain,8.667,,,
32,ft_test_T22_nmos_svt_test_1,ids,4.899e-3,,,
32,ft_test_T22_nmos_svt_test_1,gm_id,3.747,,,
"Parameters: VDS=700m, VGS=800m",,,,,,
33,ft_test_T22_nmos_svt_test_1,ft,237.4e9,,,
33,ft_test_T22_nmos_svt_test_1,cgg,7.916e-15,,,
33,ft_test_T22_nmos_svt_test_1,cgs,5.347e-15,,,
33,ft_test_T22_nmos_svt_test_1,cgd,2.368e-15,,,
33,ft_test_T22_nmos_svt_test_1,vth,370e-3,,,
33,ft_test_T22_nmos_svt_test_1,vdsat,257.9e-3,,,
33,ft_test_T22_nmos_svt_test_1,gm,18.37e-3,,,
33,ft_test_T22_nmos_svt_test_1,gds,2.275e-3,,,
33,ft_test_T22_nmos_svt_test_1,gain,8.076,,,
33,ft_test_T22_nmos_svt_test_1,ids,5.76e-3,,,
33,ft_test_T22_nmos_svt_test_1,gm_id,3.19,,,

